symbol,direction,signal_close_time_utc,reason
GBPUSD,SELL,2026-08-07 00:00:00+00:00,SYMBOL_ALREADY_HAS_OPEN_POSITION
EURUSD,SELL,2026-08-12 15:00:00+00:00,SYMBOL_ALREADY_HAS_OPEN_POSITION
GBPUSD,SELL,2026-08-12 22:00:00+00:00,SYMBOL_ALREADY_HAS_OPEN_POSITION
GBPUSD,BUY,2026-08-14 08:00:00+00:00,SYMBOL_ALREADY_HAS_OPEN_POSITION
GBPUSD,BUY,2026-08-19 04:00:00+00:00,SYMBOL_ALREADY_HAS_OPEN_POSITION
EURUSD,SELL,2026-08-26 09:00:00+00:00,SYMBOL_ALREADY_HAS_OPEN_POSITION
