idea_id,symbol,direction,lots,entry_time_utc,entry_price,sl,tp,exit_time_utc,exit_price,exit_reason,same_bar_ambiguous,gross_pnl_usd,commission_usd,net_pnl_usd,r_multiple_net
m30-idea-1,GBPUSD,BUY,0.21,2015-01-02 08:00:00+00:00,1.5545200000000001,1.5534268480240798,1.55623,2015-01-02 08:32:00+00:00,1.5533268480240798,SL,False,-25.0562,1.0500,-26.1062,-1.0875
m30-idea-2,GBPUSD,BUY,0.15,2015-01-02 09:30:00+00:00,1.55204,1.5505074923866264,1.55488,2015-01-02 09:30:00+00:00,1.5504074923866265,SL,False,-24.4876,0.7500,-25.2376,-1.0632
m30-idea-3,GBPUSD,BUY,0.13,2015-01-02 12:00:00+00:00,1.5443900000000002,1.5425291958572092,1.5495,2015-01-02 12:07:00+00:00,1.5424291958572092,SL,False,-25.4905,0.6500,-26.1405,-1.0523
m30-idea-4,GBPUSD,BUY,0.11,2015-01-02 13:00:00+00:00,1.5431700000000002,1.5410696688768795,1.548505,2015-01-02 14:06:00+00:00,1.5409696688768795,SL,False,-24.2036,0.5500,-24.7536,-1.0465
m30-idea-5,GBPUSD,BUY,0.11,2015-01-02 15:30:00+00:00,1.5406600000000001,1.5384424356189075,1.546975,2015-01-02 16:08:00+00:00,1.5383424356189075,SL,False,-25.4932,0.5500,-26.0432,-1.0441
m30-idea-6,EURUSD,BUY,0.2,2015-01-02 17:00:00+00:00,1.20176,1.200606369376735,1.203905,2015-01-02 17:11:00+00:00,1.200506369376735,SL,False,-25.0726,1.0000,-26.0726,-1.0831
m30-idea-8,GBPUSD,BUY,0.17,2015-01-02 17:30:00+00:00,1.53655,1.5351916082286445,1.5451899999999998,2015-01-02 18:54:00+00:00,1.5350916082286445,SL,False,-24.7927,0.8500,-25.6427,-1.0710
m30-idea-9,GBPUSD,BUY,0.3,2015-01-02 19:00:00+00:00,1.5358100000000001,1.535033448352162,1.5447449999999998,2015-01-02 19:26:00+00:00,1.534933448352162,SL,False,-26.2965,1.5000,-27.7965,-1.1210
m30-idea-7,EURUSD,BUY,0.19,2015-01-02 17:30:00+00:00,1.20156,1.2002977001355397,1.20385,2015-01-02 20:07:00+00:00,1.2001977001355397,SL,False,-25.8837,0.9500,-26.8337,-1.0762
m30-idea-10,GBPUSD,BUY,0.21,2015-01-02 20:30:00+00:00,1.53369,1.5325775692528059,1.54054,2015-01-02 21:58:00+00:00,1.5324775692528059,SL,False,-25.4610,1.0500,-26.5110,-1.0860
m30-idea-11,GBPUSD,SELL,0.21,2015-01-05 08:30:00+00:00,1.5310300000000001,1.5321233198218873,1.525115,2015-01-05 08:30:00+00:00,1.5322233198218873,SL,False,-25.0597,1.0500,-26.1097,-1.0875
m30-idea-12,EURUSD,SELL,0.1,2015-01-05 09:00:00+00:00,1.19547,1.197782692617393,1.19509,2015-01-05 09:01:00+00:00,1.19509,TP,False,3.8000,0.5000,3.3000,0.1397
m30-idea-13,EURUSD,BUY,0.22,2015-01-05 11:30:00+00:00,1.19206,1.191013398515147,1.19452,2015-01-05 11:35:00+00:00,1.190913398515147,SL,False,-25.2252,1.1000,-26.3252,-1.0912
m30-idea-14,GBPUSD,BUY,0.2,2015-01-05 12:00:00+00:00,1.52587,1.5247202436004579,1.528635,2015-01-05 12:00:00+00:00,1.524620243600458,SL,False,-24.9951,1.0000,-25.9951,-1.0834
m30-idea-15,EURUSD,BUY,0.13,2015-01-05 13:00:00+00:00,1.19037,1.188546979058957,1.19382,2015-01-05 15:21:00+00:00,1.19382,TP,False,44.8500,0.6500,44.2000,1.8152
m30-idea-16,EURUSD,SELL,0.15,2015-01-05 21:00:00+00:00,1.19355,1.195078092082364,1.191665,2015-01-06 01:30:00+00:00,1.19427,TIMEOUT_EXIT,False,-10.8000,0.7500,-11.5500,-0.4879
m30-idea-17,EURUSD,SELL,0.22,2015-01-06 03:00:00+00:00,1.19449,1.1955661225373189,1.19309,2015-01-06 05:17:00+00:00,1.1956661225373189,SL,False,-25.8747,1.1000,-26.9747,-1.0888
m30-idea-19,EURUSD,SELL,0.69,2015-01-06 06:30:00+00:00,1.19569,1.1960011461007505,1.19426,2015-01-06 06:30:00+00:00,1.1961899999999999,SL_GAP,False,-34.5000,3.4500,-37.9500,-1.5229
m30-idea-18,GBPUSD,SELL,0.18,2015-01-06 03:00:00+00:00,1.52619,1.5274704663353198,1.5245950000000001,2015-01-06 06:47:00+00:00,1.5275704663353198,SL,False,-24.8484,0.9000,-25.7484,-1.0752
m30-idea-20,EURUSD,BUY,0.27,2015-01-06 09:30:00+00:00,1.19275,1.19188621099701,1.1945350000000001,2015-01-06 09:37:00+00:00,1.19178621099701,SL,False,-26.0223,1.3500,-27.3723,-1.1094
m30-idea-21,EURUSD,BUY,0.16,2015-01-06 11:30:00+00:00,1.19008,1.1886357553958142,1.193205,2015-01-06 12:20:00+00:00,1.1885357553958142,SL,False,-24.7079,0.8000,-25.5079,-1.0669
m30-idea-22,EURUSD,BUY,0.17,2015-01-06 12:30:00+00:00,1.18961,1.1882652533770033,1.192825,2015-01-06 15:10:00+00:00,1.192825,TP,False,54.6550,0.8500,53.8050,2.2692
m30-idea-23,GBPUSD,BUY,0.17,2015-01-06 20:30:00+00:00,1.51611,1.51472963006857,1.517935,2015-01-06 21:09:00+00:00,1.51462963006857,SL,False,-25.1663,0.8500,-26.0163,-1.0699
m30-idea-24,GBPUSD,BUY,0.11,2015-01-06 21:30:00+00:00,1.51613,1.5139857575591242,1.5177749999999999,2015-01-06 22:07:00+00:00,1.5138857575591242,SL,False,-24.6867,0.5500,-25.2367,-1.0456
m30-idea-25,EURUSD,SELL,0.08,2015-01-07 08:30:00+00:00,1.18683,1.189790501782998,1.186585,2015-01-07 08:47:00+00:00,1.186585,TP,False,1.9600,0.4000,1.5600,0.0648
m30-idea-26,GBPUSD,SELL,0.1,2015-01-07 08:30:00+00:00,1.51323,1.5156626077475643,1.51294,2015-01-07 08:48:00+00:00,1.51294,TP,False,2.9000,0.5000,2.4000,0.0967
m30-idea-27,GBPUSD,BUY,0.18,2015-01-07 09:00:00+00:00,1.5132400000000001,1.5119612928058332,1.513965,2015-01-07 09:15:00+00:00,1.513965,TP,False,13.0500,0.9000,12.1500,0.5080
m30-idea-29,GBPUSD,BUY,0.07,2015-01-07 10:30:00+00:00,1.51352,1.5104141426000057,1.5135200000000002,2015-01-07 10:38:00+00:00,1.5135200000000002,TP,False,0.0000,0.3500,-0.3500,-0.0158
m30-idea-28,EURUSD,BUY,0.14,2015-01-07 10:30:00+00:00,1.1863,1.1846520068090325,1.18742,2015-01-07 10:55:00+00:00,1.1845520068090325,SL,False,-24.4719,0.7000,-25.1719,-1.0589
m30-idea-30,EURUSD,BUY,0.16,2015-01-07 11:00:00+00:00,1.18543,1.183997292036959,1.18723,2015-01-07 11:34:00+00:00,1.18389,SL_GAP,False,-24.6400,0.8000,-25.4400,-1.0724
m30-idea-31,GBPUSD,BUY,0.18,2015-01-07 13:30:00+00:00,1.51147,1.5102010542111746,1.51305,2015-01-07 13:30:00+00:00,1.5101010542111746,SL,False,-24.6410,0.9000,-25.5410,-1.0758
m30-idea-32,GBPUSD,BUY,0.15,2015-01-07 14:00:00+00:00,1.51112,1.5095996217675194,1.51295,2015-01-07 14:04:00+00:00,1.5094996217675194,SL,False,-24.3057,0.7500,-25.0557,-1.0637
m30-idea-34,GBPUSD,BUY,0.17,2015-01-07 15:00:00+00:00,1.50893,1.507537071830157,1.511885,2015-01-07 15:43:00+00:00,1.507437071830157,SL,False,-25.3798,0.8500,-26.2298,-1.0693
m30-idea-33,EURUSD,BUY,0.14,2015-01-07 15:00:00+00:00,1.1823299999999999,1.1806566209382814,1.1856200000000001,2015-01-07 15:52:00+00:00,1.1805566209382814,SL,False,-24.8273,0.7000,-25.5273,-1.0580
m30-idea-35,GBPUSD,BUY,0.11,2015-01-07 16:30:00+00:00,1.5073100000000001,1.5052596526278625,1.510735,2015-01-07 19:05:00+00:00,1.510735,TP,False,37.6750,0.5500,37.1250,1.6069
m30-idea-36,GBPUSD,SELL,0.14,2015-01-08 16:00:00+00:00,1.50801,1.5096857791458849,1.5064199999999999,2015-01-08 16:10:00+00:00,1.5097857791458849,SL,False,-24.8609,0.7000,-25.5609,-1.0579
m30-idea-37,EURUSD,SELL,0.26,2015-01-09 05:00:00+00:00,1.18047,1.1813479120329775,1.17954,2015-01-09 05:04:00+00:00,1.1814479120329775,SL,False,-25.4257,1.3000,-26.7257,-1.1078
m30-idea-38,EURUSD,SELL,0.33,2015-01-09 05:30:00+00:00,1.18088,1.181578204030622,1.179635,2015-01-09 06:59:00+00:00,1.179635,TP,False,41.0850,1.6500,39.4350,1.5972
m30-idea-39,EURUSD,BUY,0.18,2015-01-09 08:00:00+00:00,1.17973,1.1783989088305065,1.180075,2015-01-09 08:08:00+00:00,1.180075,TP,False,6.2100,0.9000,5.3100,0.2136
m30-idea-40,EURUSD,SELL,0.37,2015-01-09 10:00:00+00:00,1.1815,1.1821218665632005,1.1801650000000001,2015-01-09 10:09:00+00:00,1.1822218665632005,SL,False,-26.7091,1.8500,-28.5591,-1.1488
m30-idea-41,GBPUSD,SELL,0.19,2015-01-09 11:30:00+00:00,1.51443,1.5156416365347185,1.512135,2015-01-09 11:38:00+00:00,1.5157416365347185,SL,False,-24.9211,0.9500,-25.8711,-1.0793
m30-idea-42,GBPUSD,SELL,0.17,2015-01-09 12:00:00+00:00,1.51489,1.5162651624965244,1.5121850000000001,2015-01-09 13:20:00+00:00,1.5163651624965244,SL,False,-25.0778,0.8500,-25.9278,-1.0702
m30-idea-43,EURUSD,BUY,0.07,2015-01-09 14:00:00+00:00,1.17922,1.1761133743679706,1.180855,2015-01-09 15:08:00+00:00,1.180855,TP,False,11.4450,0.3500,11.0950,0.5021
m30-idea-44,EURUSD,SELL,0.13,2015-01-09 16:30:00+00:00,1.18283,1.1846500559435673,1.1800350000000002,2015-01-09 17:23:00+00:00,1.1847500559435673,SL,False,-24.9607,0.6500,-25.6107,-1.0535
