idea_id,symbol,direction,lots,entry_time_utc,entry_price,sl,tp,exit_time_utc,exit_price,exit_reason,same_bar_ambiguous,gross_pnl_usd,commission_usd,net_pnl_usd,r_multiple_net
ema-idea-1,GBPUSD,BUY,0.21,2026-07-16 15:00:00+00:00,1.34914,1.3480339466690285,1.352339,2026-07-16 15:06:00+00:00,1.3479839466690284,SL,False,-24.2771,1.0500,-25.3271,-1.0433
ema-idea-2,GBPUSD,BUY,0.18,2026-07-16 16:00:00+00:00,1.34866,1.347341164764098,1.3520804999999998,2026-07-16 16:15:00+00:00,1.347291164764098,SL,False,-24.6390,0.9000,-25.5390,-1.0365
ema-idea-4,GBPUSD,BUY,0.21,2026-07-16 17:00:00+00:00,1.3469300000000002,1.3458428672809482,1.3517214999999998,2026-07-17 04:41:00+00:00,1.345792867280948,SL,False,-23.8798,1.0500,-24.9298,-1.0440
ema-idea-3,EURUSD,BUY,0.28,2026-07-16 17:00:00+00:00,1.14374,1.1429273163936853,1.1460940000000002,2026-07-17 10:51:00+00:00,1.1428773163936852,SL,False,-24.1551,1.4000,-25.5551,-1.0580
ema-idea-5,EURUSD,BUY,0.3,2026-07-17 11:00:00+00:00,1.14297,1.1421921142427802,1.144053,2026-07-17 14:19:00+00:00,1.144053,TP,False,32.4900,1.5000,30.9900,1.2478
ema-idea-6,GBPUSD,BUY,0.15,2026-07-17 11:00:00+00:00,1.34356,1.341974614593518,1.3465285000000002,2026-07-20 04:26:00+00:00,1.3465285000000002,TP,False,44.5275,0.7500,43.7775,1.7846
ema-idea-7,GBPUSD,SELL,0.21,2026-07-20 08:00:00+00:00,1.3475499999999998,1.3486454423930438,1.3453155,2026-07-20 12:33:00+00:00,1.3453155,TP,False,46.9245,1.0500,45.8745,1.9071
ema-idea-8,EURUSD,BUY,0.31,2026-07-20 14:00:00+00:00,1.14174,1.140987833073419,1.1433835,2026-07-20 14:36:00+00:00,1.140937833073419,SL,False,-24.8672,1.5500,-26.4172,-1.0623
ema-idea-9,EURUSD,BUY,0.21,2026-07-20 15:00:00+00:00,1.1409,1.1397858449967464,1.1432395000000002,2026-07-21 21:05:00+00:00,1.1396499999999998,SL_GAP,False,-26.2500,1.0500,-27.3000,-1.1167
ema-idea-10,GBPUSD,BUY,0.14,2026-07-21 15:00:00+00:00,1.3374700000000002,1.3357392132896528,1.34232,2026-07-22 12:56:00+00:00,1.3356892132896527,SL,False,-24.9310,0.7000,-25.6310,-1.0281
ema-idea-11,GBPUSD,BUY,0.18,2026-07-22 13:00:00+00:00,1.3362100000000001,1.3349046467452892,1.3377204999999999,2026-07-22 13:24:00+00:00,1.3377204999999999,TP,False,27.1890,0.9000,26.2890,1.0776
ema-idea-12,EURUSD,SELL,0.55,2026-07-23 01:00:00+00:00,1.14167,1.142072584975796,1.1409835,2026-07-23 01:00:00+00:00,1.142122584975796,SL,False,-24.8922,2.7500,-27.6422,-1.1105
ema-idea-13,EURUSD,SELL,0.51,2026-07-23 03:00:00+00:00,1.14271,1.1431476370454567,1.141095,2026-07-23 03:34:00+00:00,1.1431976370454568,SL,False,-24.8695,2.5500,-27.4195,-1.1025
ema-idea-14,GBPUSD,SELL,0.41,2026-07-23 03:00:00+00:00,1.3389399999999998,1.3394925559335844,1.337444,2026-07-23 04:08:00+00:00,1.3395425559335845,SL,False,-24.7048,2.0500,-26.7548,-1.0830
ema-idea-15,EURUSD,SELL,0.44,2026-07-23 04:00:00+00:00,1.14286,1.143370305827924,1.1411934999999997,2026-07-23 04:08:00+00:00,1.1434203058279242,SL,False,-24.6535,2.2000,-26.8535,-1.0892
ema-idea-16,EURUSD,SELL,0.34,2026-07-23 05:00:00+00:00,1.14322,1.1439031411259295,1.1413065,2026-07-23 08:37:00+00:00,1.1413065,TP,False,65.0590,1.7000,63.3590,2.5418
ema-idea-17,EURUSD,BUY,0.13,2026-07-23 12:00:00+00:00,1.13969,1.1378765654513885,1.141523,2026-07-23 12:42:00+00:00,1.1378265654513884,SL,False,-24.2246,0.6500,-24.8746,-1.0268
